CODUSU,NRO_HOGAR,NIVEL_ED,CH03,CH04,CH06,CH07,PP04A,CAT_OCUP,INTENSI,PP3E_TOT,CATEGORIA,CALIFICACION,P21
TQRMNOVSTHKNKNCDEHNHB00658998,1,Primaria incompleta (incluye educacion especial),Jefe/a,Varon,40,casado?,...privada,Patron,Subocupado por insuficiencia horaria,18,Directivos de pequeñas y microempresas,Técnicos,28000
TQRMNOVSTHKNKNCDEHNHB00658998,1,Primaria completa,Conyuge / Pareja,Mujer,41,casado?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,6,Ocupaciones de los servicios domésticos,No calificados,4000
TQSMNOPXVHMOKMCDEHNHB00637990,1,Secundaria completa,Jefe/a,Varon,50,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la producción industrial y artesanal,Operativos,40000
TQRMNOPXXHMOKMCDEHNHB00632122,1,Secundaria completa,Jefe/a,Varon,44,casado?,...estatal,Obrero o empleado,Ocupado pleno,20,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,9000
TQRMNOPXXHMOKMCDEHNHB00632122,1,Secundaria completa,Hijo/a Hijastro/a,Varon,22,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,No calificados,15000
TQRMNOPTVHMMKSCDEHNHB00632142,1,Secundaria completa,Hermano/a,Mujer,30,soltero/a?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones del cuidado y la atención de personas,Operativos,0
TQRMNORTPHMMKSCDEHNHB00632154,1,Secundaria incompleta,Jefe/a,Varon,46,casado?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,24,Ocupaciones de la comercialización directa,Operativos,6000
TQRMNORTPHMMKSCDEHNHB00632154,1,Secundaria incompleta,Conyuge / Pareja,Mujer,44,casado?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,30,Ocupaciones de la comercialización directa,Operativos,4000
TQRMNORPXHJKKMCDEHNHB00659013,1,Superior universitaria completa,Conyuge / Pareja,Varon,44,casado?,...estatal,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la educación,Profesionales,50000
TQRMNOSUYHKOLMCDEHNHB00659044,1,Secundaria incompleta,Jefe/a,Varon,60,separado/a o divorsiado/a?,...privada,Cuenta propia,Sobreocupado,60,Ocupaciones de la producción industrial y artesanal,Operativos,26000
TQRMNOQRQHJOLNCDEHNHB00659046,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,20,soltero/a?,...privada,Obrero o empleado,Sobreocupado,54,"Ocupaciones del corretaje comercial, venta domiciliaria, viajantes y promotores",No calificados,12000
TQRMNOSQSHJOLNCDEHNHB00659047,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,35,soltero/a?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la reparación de bienes de consumo,Operativos,9000
TQRMNOSQVHKMLLCDEHNHB00655170,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,40,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,No calificados,15000
TQRMNOPYSHLOLOCDEHNHB00637968,1,Primaria completa,Yerno/Nuera,Mujer,46,unido?,...privada,Cuenta propia,Ocupado pleno,36,Ocupaciones de la comercialización directa,Operativos,14000
TQRMNOPYUHLOLOCDEHNHB00637907,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,53,soltero/a?,...privada,Cuenta propia,Ocupado pleno,44,Ocupaciones de la comercialización directa,Operativos,30000
TQSMNOTVUHMOKMCDEHNHB00637947,2,Primaria completa,Jefe/a,Varon,23,unido?,...privada,Obrero o empleado,Ocupado pleno,39,Ocupaciones de la producción agrícola,Operativos,12000
TQRMNOQRPHMMLOCDEHNHB00632234,1,Superior universitaria completa,Jefe/a,Varon,39,casado?,...privada,Obrero o empleado,Sobreocupado,84,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,100000
TQRMNORXQHMMLOCDEHNHB00632224,1,Secundaria completa,Jefe/a,Mujer,58,separado/a o divorsiado/a?,...privada,Cuenta propia,Sobreocupado,70,Ocupaciones de la comercialización directa,Operativos,5000
TQRMNORXQHMMLOCDEHNHB00632224,1,Secundaria completa,Hijo/a Hijastro/a,Varon,29,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,16000
TQRMNORXSHMMLOCDEHNHB00638029,1,Superior universitaria completa,Jefe/a,Varon,47,casado?,...privada,Cuenta propia,Sobreocupado,60,Ocupaciones de la salud y sanidad,Profesionales,80000
TQRMNORXSHMMLOCDEHNHB00638029,1,Superior universitaria completa,Conyuge / Pareja,Mujer,46,casado?,...estatal,Obrero o empleado,Sobreocupado,35,Ocupaciones de la gestión jurídico-legal,Profesionales,90000
TQRMNOQPUHKOLOCDEHNHB00655179,1,Primaria incompleta (incluye educacion especial),Jefe/a,Varon,80,casado?,...privada,Cuenta propia,Sobreocupado,49,Ocupaciones de la producción industrial y artesanal,Operativos,15000
TQRMNOQPUHKOLOCDEHNHB00655179,1,Primaria completa,Hijo/a Hijastro/a,Varon,42,soltero/a?,...privada,Cuenta propia,Sobreocupado,52,Ocupaciones de la producción industrial y artesanal,Operativos,15000
TQRMNOQPUHKOLOCDEHNHB00655179,1,Primaria completa,Hijo/a Hijastro/a,Varon,27,soltero/a?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones de la producción industrial y artesanal,Operativos,15000
TQRMNOQPWHKOLOCDEHNHB00655150,1,Secundaria completa,Jefe/a,Varon,45,casado?,...privada,Cuenta propia,Sobreocupado,82,Ocupaciones de la comercialización directa,Operativos,13500
TQRMNOQVTHMOLNCDEHNHB00632209,1,Primaria completa,Hijo/a Hijastro/a,Varon,23,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,24,Ocupaciones de la producción industrial y artesanal,Operativos,10000
TQRMNOQVTHMOLNCDEHNHB00632209,1,Secundaria completa,Hijo/a Hijastro/a,Varon,20,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",No calificados,15000
TQRMNOQVTHMOLNCDEHNHB00632209,1,Primaria completa,Hijo/a Hijastro/a,Mujer,38,unido?,...privada,Obrero o empleado,Sobreocupado,50,Ocupaciones de la producción industrial y artesanal,Operativos,18000
TQRMNOQVTHMOLNCDEHNHB00632209,1,Primaria completa,Yerno/Nuera,Varon,49,unido?,...privada,Patron,Ocupado pleno,36,Directivos de pequeñas y microempresas,Técnicos,30000
TQRMNOQXUHJMLSCDEHNHB00659110,1,Superior universitaria completa,Jefe/a,Varon,57,casado?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,35000
TQRMNOQXUHJMLSCDEHNHB00659110,1,Superior universitaria completa,Conyuge / Pareja,Mujer,55,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,30000
TQRMNOPPUHLMLRCDEHNHB00644172,1,Secundaria completa,Jefe/a,Varon,34,soltero/a?,...privada,Cuenta propia,Ocupado pleno,4,Ocupaciones de la reparación de bienes de consumo,Operativos,8000
TQRMNOQQSHLOLSCDEHNHB00637985,1,Secundaria completa,Nietro/a,Mujer,26,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de las telecomunicaciones,Técnicos,20000
TQRMNOQYTHKMKTCDEHNHB00659130,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,47,soltero/a?,...privada,Cuenta propia,Ocupado pleno,20,Ocupaciones de la comercialización directa,Operativos,6000
TQRMNOQWVHKOLMCDEHNHB00659132,1,Secundaria incompleta,Jefe/a,Varon,76,casado?,...privada,Cuenta propia,Sobreocupado,59,Ocupaciones de la comercialización directa,Ns.Nc,15000
TQRMNOSUXHKOLMCDEHNHB00659133,1,Secundaria incompleta,Jefe/a,Varon,55,unido?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la reparación de bienes de consumo,Técnicos,0
TQRMNOSUXHKOLMCDEHNHB00659133,1,Superior universitaria completa,Conyuge / Pareja,Mujer,47,unido?,...estatal,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la salud y sanidad,Técnicos,40000
TQRMNOSUXHKOLMCDEHNHB00659133,1,Secundaria completa,Hijo/a Hijastro/a,Varon,28,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,18,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNOSUXHKOLMCDEHNHB00659133,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,25,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,36,Ocupaciones de la reparación de bienes de consumo,Operativos,3500
TQRMNOTPUHKOKQCDEHNHB00659135,1,Secundaria incompleta,Jefe/a,Mujer,36,unido?,...privada,Cuenta propia,Ocupado pleno,14,Ocupaciones de la comercialización directa,Operativos,15000
TQRMNOTXPHMOKMCDEHPJB00632340,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,22,unido?,...privada,Patron,Subocupado por insuficiencia horaria,10,Directivos de pequeñas y microempresas,Técnicos,5600
TQSMNOQRWHLOKQCDEHPJB00638145,1,Secundaria completa,Jefe/a,Varon,37,casado?,...privada,Cuenta propia,Ocupado pleno,44,Ocupaciones de servicios de limpieza no domésticos,No calificados,0
TQSMNOQRWHLOKQCDEHPJB00638145,1,Secundaria completa,Conyuge / Pareja,Mujer,33,casado?,...privada,Cuenta propia,Ocupado pleno,42,"Ocupaciones del corretaje comercial, venta domiciliaria, viajantes y promotores",Operativos,3000
TQSMNOQRXHLOKQCDEHPJB00644348,1,Superior universitaria completa,Jefe/a,Mujer,41,soltero/a?,...estatal,Obrero o empleado,Sobreocupado,48,Ocupaciones de la salud y sanidad,Técnicos,40000
TQRMNOQRXHLOKQCDEHPJB00638208,1,Primaria completa,Jefe/a,Mujer,67,separado/a o divorsiado/a?,...privada,Cuenta propia,Ocupado pleno,16,Ocupaciones de la comercialización directa,Operativos,12000
TQRMNOQRXHLOKQCDEHPJB00638208,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,31,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,6000
TQRMNOQUWHLMLLCDEHLEH00637716,1,Secundaria completa,Hijo/a Hijastro/a,Varon,41,casado?,...privada,Obrero o empleado,Ocupado pleno,36,Ocupaciones de servicios de limpieza no domésticos,Operativos,13000
TQRMNOQUWHLMLLCDEHLEH00637716,1,Primaria completa,Yerno/Nuera,Mujer,34,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,25000
TQRMNOSRSHLMLLCDEHLEH00637729,1,Secundaria completa,Jefe/a,Mujer,57,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,28000
TQRMNOSRSHLMLLCDEHLEH00637729,1,Secundaria completa,Yerno/Nuera,Varon,30,unido?,...estatal,Obrero o empleado,Ocupado pleno,25,Ocupaciones de servicios de limpieza no domésticos,No calificados,5000
TQRMNORWUHJOLOCDEHLEH00658764,1,Secundaria completa,Jefe/a,Varon,58,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,35000
TQRMNORWUHJOLOCDEHLEH00658764,1,Secundaria completa,Hijo/a Hijastro/a,Varon,31,soltero/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la producción industrial y artesanal,Operativos,25000
TQRMNORWUHJOLOCDEHLEH00658764,1,Secundaria completa,Hijo/a Hijastro/a,Varon,29,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios gastronómicos,Operativos,12000
TQRMNORWUHJOLOCDEHLEH00658764,1,Superior universitaria completa,Hijo/a Hijastro/a,Mujer,23,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la salud y sanidad,Técnicos,40000
TQRMNOVPTHKOKSCDEHLEH00654949,1,Secundaria completa,Conyuge / Pareja,Mujer,54,casado?,...privada,Obrero o empleado,Ocupado pleno,26,Ocupaciones de los servicios domésticos,No calificados,9000
TQRMNOVPTHKOKSCDEHLEH00654949,1,Secundaria completa,Jefe/a,Varon,58,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,20000
TQRMNORYRHMOKRCDEHLEH00631785,1,Secundaria completa,Jefe/a,Mujer,31,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,12000
TQRMNORYRHMOKRCDEHLEH00631785,1,Primaria completa,Madre/Padre,Varon,49,viudo/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,8000
TQRMNORPXHKOKUCDEHLEH00658765,1,Superior universitaria completa,Jefe/a,Varon,37,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,28000
TQRMNOSSXHLMLOCDEHLEH00637757,1,Superior universitaria incompleta,Jefe/a,Varon,48,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,36,Ocupaciones de los servicios de vigilancia y seguridad civil,Operativos,16000
TQRMNOSUPHLMLOCDEHLEH00637758,1,Primaria incompleta (incluye educacion especial),Jefe/a,Varon,66,viudo/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,23000
TQRMNOSUPHLMLOCDEHLEH00637758,1,Secundaria completa,Yerno/Nuera,Varon,37,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la producción industrial y artesanal,Operativos,26000
TQRMNOQUTHJOLNCDEHLEH00658806,1,Secundaria completa,Jefe/a,Varon,45,unido?,...privada,Cuenta propia,Ocupado pleno,24,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,12000
TQRMNOTVUHKMLLCDEHLEH00654983,1,Secundaria completa,Conyuge / Pareja,Varon,55,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,24000
TQRMNORVPHMMKUCDEHLEH00631774,1,Primaria completa,Jefe/a,Varon,62,casado?,...estatal,Obrero o empleado,Ocupado pleno,9,Ocupaciones de servicios de limpieza no domésticos,No calificados,20000
TQRMNORVPHMMKUCDEHLEH00631774,1,Primaria completa,Conyuge / Pareja,Mujer,59,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,18000
TQRMNORVPHMMKUCDEHLEH00631774,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,35,soltero/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,4000
TQRMNOSVPHJMKUCDEHLEH00658837,1,Superior universitaria completa,Jefe/a,Varon,44,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,-9
TQRMNOTTQHJMLLCDEHLEH00658838,1,Secundaria completa,Jefe/a,Varon,69,casado?,...privada,Obrero o empleado,Ocupado pleno,44,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,25000
TQRMNOTTQHJMLLCDEHLEH00658838,1,Secundaria completa,Conyuge / Pareja,Mujer,60,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,22000
TQRMNOTTQHJMLLCDEHLEH00658838,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,36,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,36,Ocupaciones de servicios gastronómicos,Operativos,16000
TQRMNOQPUHJLLPCDEHMHF00658874,1,Secundaria completa,Conyuge / Pareja,Mujer,68,casado?,...privada,Cuenta propia,Ocupado pleno,20,Ocupaciones del cuidado y la atención de personas,Operativos,15000
TQRMNOSRWHJLLPCDEHMHF00658875,1,Superior universitaria completa,Conyuge / Pareja,Mujer,51,casado?,...estatal,Obrero o empleado,Sobreocupado,72,Ocupaciones de la salud y sanidad,Profesionales,65000
TQRMNOSRXHJLLPCDEHMHF00658876,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,35,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la comercialización directa,Operativos,30000
TQRMNOSRYHJLLPCDEHMHF00658877,1,Superior universitaria incompleta,Jefe/a,Varon,63,unido?,...privada,Obrero o empleado,Sobreocupado,60,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,60000
TQRMNORSUHMOLMCDEHMHF00631934,1,Primaria completa,Jefe/a,Varon,33,unido?,...privada,Obrero o empleado,Ocupado pleno,36,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,18000
TQRMNORSUHMOLMCDEHMHF00631934,1,Secundaria completa,Conyuge / Pareja,Mujer,28,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,14500
TQRMNORSVHMOLMCDEHMHF00631910,1,Primaria completa,Jefe/a,Varon,24,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,12,Ocupaciones de los servicios sociales varios,Operativos,3000
TQRMNORSVHMOLMCDEHMHF00631910,1,Primaria completa,Hermano/a,Varon,31,soltero/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,14500
TQRMNOPTYHMOKMCDEHMHF00632034,1,Secundaria completa,Jefe/a,Varon,48,casado?,...privada,Obrero o empleado,Sobreocupado,49,Ocupaciones del transporte,Operativos,41000
TQRMNOPTYHMOKMCDEHMHF00632034,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,21,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del deporte,Técnicos,5200
TQRMNOQYUHMOKMCDEHMHF00631917,1,Secundaria incompleta,Jefe/a,Varon,48,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,22000
TQRMNOPPRHLNKPCDEHMHF00637814,2,Superior universitaria incompleta,Jefe/a,Mujer,24,unido?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones de la salud y sanidad,Técnicos,10000
TQRMNOPPRHLNKPCDEHMHF00637814,2,Secundaria incompleta,Conyuge / Pareja,Varon,34,unido?,...privada,Cuenta propia,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,15000
TQRMNOPPTHLNKPCDEHMHF00637836,1,Secundaria completa,Jefe/a,Varon,41,unido?,...privada,Cuenta propia,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,15000
TQRMNOQQVHJMKSCDEHMHF00658934,1,Secundaria completa,Conyuge / Pareja,Mujer,69,casado?,...privada,Patron,Sobreocupado,48,Directivos de pequeñas y microempresas,Técnicos,12500
TQRMNOQQVHJMKSCDEHMHF00658934,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,44,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión presupuestaria, contable y financiera",Técnicos,-9
TQRMNORQUHJMKSCDEHMHF00658935,1,Secundaria completa,Jefe/a,Varon,30,unido?,...estatal,Obrero o empleado,Ocupado pleno,2,Ocupaciones de servicios gastronómicos,No calificados,4000
TQRMNORQUHJMKSCDEHMHF00658935,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,23,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios gastronómicos,No calificados,-9
TQRMNORQWHJMKSCDEHMHF00658936,1,Superior universitaria completa,Jefe/a,Mujer,36,casado?,...estatal,Obrero o empleado,Ocupado pleno,45,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Profesionales,60000
